MAX_ACCX;MAX_ACCY;MAX_ACCZ;MAX_GYROX;MAX_GYROY;MAX_GYROZ;ACC_AVG;ACC_VAR;GYRO_AVG;GYRO_VAR;WILDNESS;STARTTIME;ENDTIME
1,11518979072571;2,95588779449463;1,61265087127686;0,348711103200912;0,360755771398544;0,348711103200912;0,227869898080826;0,207591310143471;0,07513277977705;0,00818894803524017;1;NULL;NULL
0,555951178073883;1,05610001087189;0,765507698059082;0,078589141368866;0,261184751987457;0,078589141368866;0,103559046983719;0,034855030477047;0,0647016614675522;0,00589197408407927;1;NULL;NULL
0,487227588891983;0,373220503330231;0,453610420227051;0,0364394336938858;0,174747303128242;0,0364394336938858;0,0661441385746002;0,0154295889660716;0,0640278458595276;0,00541322212666273;1;NULL;NULL
0,134258151054382;0,10816490650177;0,197529792785645;0,0349122732877731;0,153672456741333;0,0349122732877731;0,051924753934145;0,00285801524296403;0,0639484375715256;0,00541902147233486;1;NULL;NULL
0,172057628631592;0,222858071327209;0,34837532043457;0,0373557321727276;0,161613702774048;0,0373557321727276;0,0439615584909916;0,00370532716624439;0,0640016123652458;0,00537899555638433;1;NULL;NULL
0,0785688161849976;0,175654828548431;0,109409332275391;0,0346068404614925;0,15214529633522;0,0346068404614925;0,0340420380234718;0,00233922689221799;0,0640272349119186;0,00537152867764235;1;NULL;NULL
0,82447761297226;0,585949897766113;1,64884853363037;0,0657609701156616;0,167416930198669;0,0657609701156616;0,0425923615694046;0,0334801189601421;0,064493365585804;0,00549425696954131;1;NULL;NULL
0,380445182323456;0,795807659626007;0,609518051147461;0,0547653920948505;0,174136444926262;0,0547653920948505;0,0410839170217514;0,0206256583333015;0,0637437999248505;0,00546794105321169;1;NULL;NULL
0,641482591629028;0,219448626041412;0,32142448425293;0,042853519320488;0,1573376506567;0,042853519320488;0,0436681099236012;0,00679886899888515;0,0644194334745407;0,00543712172657251;1;NULL;NULL
0,20602810382843;0,256258308887482;0,338091850280762;0,0388828963041306;0,175052732229233;0,0388828963041306;0,0496494807302952;0,00510980933904648;0,0652043893933296;0,00556909572333097;1;NULL;NULL
